artist,lyrics,song_name,gender,POC
Elle King & Miranda Lambert,"Drunk (And I Don’t Wanna Go Home) Lyrics[Verse 1]
I got some money in my pocket, got some trouble on my tail
I can hear the dives a-knocking, guess I'm heading off the rails
Singing ooh-ooh-ooh-ooh, ooh-ooh-ooh
I'm talking 'bout you-ooh-ooh-ooh, ooh-ooh-ooh

[Verse 2]
I got some new best friends forever, see, I met 'em at the bar
Well, the whiskey goes down better when they don't know who you are
Singing ooh-ooh-ooh-ooh, ooh-ooh-ooh
I'm talking 'bout you-ooh-ooh-ooh, ooh-ooh-ooh
[Pre-Chorus]
Ooh, gonna feel this in the morning
Ooh-ooh, 'cause I'm going hard tonight

[Chorus]
So bartender, take my keys
What do you want from me?
Baby, I'm drunk and I don't wanna go home
Not staying in to fight
I'm staying out all night
Baby, I'm drunk and I don't wanna go home
We don't gotta wait until the weekend
There's always time for jumping off the deep end
So don't you wait up tonight
Don't worry, I'll be fine
Baby, I'm drunk and I don't wanna go home
Yeah

[Verse 3]
We're in the bathroom gettin' chatty, there's a line out in the hall
Tryna be my sugar daddy, gettin' handsy in the stall
Singing ooh-ooh-ooh-ooh, ooh-ooh-ooh
I'm talking 'bout you-ooh-ooh-ooh, ooh-ooh-ooh

[Verse 4]
You like my gin and tonic kisses 'cause you know they taste so sweet
And I know you got your missus, but there ain't no one like me
Talkin' 'bout you-ooh-ooh-ooh-ooh, ooh-ooh-ooh
Mmm, I'm talking 'bout you-ooh-ooh-ooh, ooh-ooh-ooh
You might also like[Pre-Chorus]
Ooh, gonna feel this in the morning
Ooh-ooh, 'cause I'm going hard tonight

[Chorus]
So bartender, take my keys
What do you want from me?
Baby, I'm drunk and I don't wanna go home
Not staying in to fight
I'm staying out all night
Baby, I'm drunk and I don't wanna go home
We don't gotta wait until the weekend
There's always time for jumping off the deep end
So don't you wait up tonight
Don't worry, I'll be fine
Baby, I'm drunk and I don't wanna go home
Yeah

[Bridge]
(Oh-oh) I don't wanna
(Oh-oh-oh) Don't wanna go home
(Oh-oh) I don't wanna
(Oh-oh-oh)

[Chorus]
So bartender, take my keys
What do you want from me?
Baby, I'm drunk and I don't wanna go home
Not staying in to fight
I'm staying out all night
Baby, I'm drunk and I don't wanna go home
We don't gotta wait until the weekend (Hell no)
There's always time for jumping off the deep end (Let's go)
So don't you wait up tonight
Don't worry, I'll be fine
Baby, I'm drunk and I don't wanna go home (Yeah)
Yeah
[Outro]
(Oh-oh) I don't wanna
(Oh-oh-oh) Don't wanna go home
(Oh-oh) I don't wanna
(Oh-oh-oh) Don't wanna go home1Embed",Drunk (And I Don't Wanna Go Home),F,N
Eric Church,"Heart on Fire Lyrics[Verse 1]
Roosevelt Road was too rough for my old truck
Yeah, she’d shake and she’d shimmy like Elvis singin’ “All Shook Up”
You can’t blame a boy for going drive-it-like-you-stole-it fast
With your window down, brown hair, blowin’ look at me like that

[Chorus 1]
A turned-up radio but the static was heavy
Couldn’t make out any words but “take me to the levee”
That look on your face was full of wild desire
Soakin’ my soul in gas and settin’ my heart on fire
[Refrain]
Heart on fire
Heart on fire
Heart on fire

[Verse 2]
I don’t have a single second thought that doesn’t have you in it
To feel those flames again, I'd go back in a New York minute
I miss the freedom of you dancin' on the bow of your daddy’s old boat
When my spirit starts sinkin’, that picture always make it float, baby

[Chorus 2]
We weren’t old enough to drink, but we damn sure did it
Hat turned backward, singin’ “Paradise City”
That look on your face was full of young desire
Soakin’ my soul in gas and settin’ my heart on fire

[Refrain]
Heart on fire

[Chorus 1]
Turned-up radio but the static was heavy
Couldn’t make out any words but “take me to the levee”
That look on your face was full of wild desire
Soakin’ my soul in gas and settin’ my heart on fire
See Eric Church LiveGet tickets as low as $5You might also like[Refrain]
Heart on fire
Heart on fire
Heart on fire

[Outro]
Roosevelt Road was too rough for my old truck
Yeah, she’d shake and she’d shimmy like Elvis singin’ “All Shook Up”
Heart on fire
Heart on fire
Heart on fire1Embed",Heart On Fire,M,N
Eric Church,"Hell of a View Lyrics[Verse 1]
I was no daddy's dream, was not your mama's prayer
But I was your first and your last ticket out of there
I caught your wings on fire when I smoked my Bronco tires
Out of that town

[Verse 2]
I'm good at rollin' dice, no good at standin' still
You liked the thought of chasin' life instead of dollar bills
We were livin' reckless, nothin' to catch us, baby
But the ground
[Chorus]
This ain't for everybody, toes hangin' off the ledge
Like we got nothin' to lose
Ain't always heaven, baby, this livin' on the edge
You holdin' me, holdin' you, it's a hell of a view

[Verse 3]
I paint with my old Gibson, you paint your purple sky
This town's our canvas, baby, let's paint it red tonight
Go out like shootin' stars, chasin' what's in our hearts
Into thе blue (Into the blue)

[Chorus]
This ain't for еverybody, toes hangin' off the ledge
Like we got nothin' to lose
Ain't always heaven, baby, this livin' on the edge
You holdin' me holdin' you, it's a hell of a view

[Refrain]
A hell of a view

[Instrumental Break]

[Chorus]
We ain't for everybody, toes hangin' off a ledge
Like we got nothin', we got nothin' to lose
Ain't always heaven, baby, this livin' on the edge
You holdin' me, holdin' you, it's a hell of a view
See Eric Church LiveGet tickets as low as $5You might also like[Outro]
A hell of a view
A hell of a view (Ooh, ooh, ooh, ooh)
A hell of a view1Embed",Hell Of A View,M,N
Eric Church,"Monsters Lyrics[Verse 1]
I killed my first monster when I was seven years old
He melted like butter in my bathroom's sixty-watt bulb
Kept a three-cell MagLite from Daddy's workshop drawer
Under my pillow and I'd pull it like a sword

[Chorus]
Anymore when a restless feelin' keeps me up at night
Fallin' on my knees is my new turnin' on the light
I keep my faith intact, make sure my prayers are said
'Cause I've learned that the monsters ain't the ones beneath the bed
[Verse 2]
The wolf hunts a hungry man and the devil a lonely heart
A minefield of bad decisions lay hidin' in the dark
Greed stalks, sickness steals, and pride lays a wicked trap
You can't avoid 'em all, no, you gotta trust me on that

[Chorus]
Anymore when a restless feelin' keeps me up at night
Fallin' on my knees is my new turnin' on the light
I keep my faith intact, and make sure my prayers are said
'Cause I've learned that the monsters ain't the ones beneath the bed

[Verse 3]
Daddy, check my closet, leave on the bathroom light
I smile and say, ""All clear"" when I tuck him in for the night
But Daddy, I'm still scared, can I sleep with you instead?
I kneel down beside my little man and I bow my head

[Chorus]
Anymore when a restless feelin' keeps me up at night
Fallin' on my knees is my new turnin' on the light
I keep my faith intact, make sure my prayers are said
'Cause I've learned that the monsters ain't the ones beneath the bed
And I've learned that the monsters ain't underneath the bedSee Eric Church LiveGet tickets as low as $5You might also likeEmbed",Monsters,M,N
Eric Church,"Stick That in Your Country Song Lyrics[Verse 1]
Take me on up to Detroit City
Jails are full, the factories empty
Mama's crying, young boys dying
Under that red, white, and blue still flying
Drop me off in Baltimore
Where every other window's got a plywood board
Where dreams become drugs and guns
The only way out is to shoot or run

[Chorus]
Stick that in your country song, yeah
Take that one to number one, yeah
And get the whole world singing along, yeah
Stick that in your country song, yeah (Oh)
[Verse 2]
Sing about the man coming back from war
A 23 going on 54
He lost a friend, his sight, his hands
Baby girl he'll never see again

[Chorus]
Stick that in your country song, yeah
Take that one to number one, yeah
And get the whole world singing along, man
Stick that in your country song, yeah (Oh)

[Verse 3]
I light the arrow, pull the bow
Shoot that fire right through my soul
Hit my pride, fist up high
I wanna feel the rush, I wanna feel alive
Oh, come on I want to pound the dash
Stomp the gas, drive too fast
Rock me hard, stop my heart
And blow the speakers right out of this car

[Chorus]
Stick that in your country song, yeah
And take that one to number one, yeah (Number one, yeah)
And get the whole world singing along, man
Stick that in your country song
Stick that in your country song
Take that one to number one
I can sing this all night long, yeah
Stick that in your country song, yeah (Oh)
See Eric Church LiveGet tickets as low as $5You might also like[Bridge]
Gimme one about the teacher who
Tryna change a life or two
She'll be rocking out all night with you
Tomorrow, she'll be back in a red-brick school
Where kids are climbing off the walls
And it's scary walking down the hall
She's underpaid, she's overworked
Come on, man, shout one out to her

[Chorus]
Stick that in your country song, come on
Take that one to number one, yeah
And get the whole world singing along
Stick that in your country song
Stick that in your country song
Take that one to number one, yeah (Number one, yeah)
And get the whole world singing along, yeah
Stick that in your country song, yeah (Hey! Oh)

[Outro]
Stick that in your country song, yeah (Oh)
Get the whole world singing along (Singin' along, oh)
Stick that in a country song (Oh)3Embed",Stick That In Your Country Song,M,N
Eric Church,"Some of It Lyrics[Verse 1]
Beer don't keep, love's not cheap
And trucks don't wreck themselves
Mama ain't a shrink, daddy ain't a bank
And God ain't a wishin' well
Money ain't rich, everybody sins
And nobody wins in a fight
And sometimes wrong is right

[Chorus]
Some of it you learn the hard way
Some of it you read on a page
Some of it comes from heartbreak
Most of it comes with age
And none of it ever comes easy
A bunch of it you maybe can't use
I know I don't probably know what I think I do
But there's somethin' to some of it
[Verse 2]
Girls like to laugh, tears don't last
And scared's what praying's for
If it's close, swing the bat, everybody's got a past
And love's worth livin' for
When you dance, hold her close, 'til it breaks, go for broke
Be the first to reach for her hand
No, you don't get to do some things again

[Chorus]
Some of it you learn the hard way
Some of it you read on a page
Some of it comes from heartbreak
Most of it comes with age
And none of it ever comes easy
A bunch of it you maybe can't use
I know I don't probably know what I think I do
But there's somethin' to some of it

[Guitar Solo]

[Bridge]
When you can take it slow, 'cause time sure won't
What really makes you a man
Is bein' true to her
'Til your glass runs out of sand
See Eric Church LiveGet tickets as low as $5You might also like[Chorus]
Some of it you learn the hard way
Some of it you read on a page
Some of it comes from heartbreak
Most of it comes with age
And none of it ever comes easy
A bunch of it you maybe can't use
I know I don't probably know what I think I do
But there's somethin' to some of it
Some of it1Embed",Some Of It,M,N
Eric Church,"Desperate Man Lyrics[Intro]
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo

[Verse 1]
I've seen the Joshua Tree
Got down on my knees
Threw the Virgin Mother a prayer
I've walked glass barefooted
Strolled 'cross the devil's hot coals
I've tried everything, I swear
[Chorus]
Oh, but hey (hey) what can I say?
I'm a desperate man
I said hey (hey) what can I say?
I'm just a desperate man

[Post-Chorus]
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo

[Verse 2]
Fortuneteller told me
""No more last chances
You got no future at all""
Oh, but I ain't listenin'
You black-hearted gypsy
With a crucifix through her bedroom wall

[Chorus]
Hey (hey) what can I say?
I'm a desperate man
I said hey (hey) what can I say?
I'm just a desperate man

[Post-Chorus]
Oh, yeah
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo
See Eric Church LiveGet tickets as low as $5You might also like[Bridge]
Yeah, I'm a half-cock, full-tilt, scarred-hands-to-the-hilt
Don't-push-me grown-ass man
Yeah, flashin' light caution, careful where ya cross son
'Til she comes back again

[Chorus]
Yeah, hey (hey) what can I say?
I'm a desperate man
Oh, hey (hey) what can I say?
I'm just a desperate man
Oh, hey (hey) I said hey (hey)
Woah, what can I say? I'm a desperate man
Oh, hey (hey) I said hey (hey)
I'm just a desperate man

[Post-Chorus]
Oh, yeah
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo
Grown-ass man
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo
[Outro]
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo
Boo, boo, boo-boo-boo-boo-boo2Embed",Desperate Man,M,N
Eric Church,"Round Here Buzz Lyrics[Verse 1]
Another Friday night there's a line of cars leavin'
Home team's got an out-of-towner
Me, I'm sittin' on the hood of mine drinkin'
I'm just a parkin' lot down-and-outer

[Verse 2]
Under that high school bleacher
I drove that preacher's daughter crazy
Her mama was my homeroom teacher
And her dad was hell bent on savin' me
[Pre-Chorus]
Yeah, I'm sure there's higher highs
Where the high risers rise
But me, I'm gonna sit right here tonight, and

[Chorus]
Catch me a 'round here buzz
'Cause you ain't 'round here none
Keep puttin' 'em down here, 'nother round here
'Til my down goes up
Lit up like that one stoplight
Across from that welcome sign
Ever since you caught that out there bug
I catch me a 'round here buzz

[Verse 3]
I never had big-city eyes
Hell, I've never been east of Dallas
Got no idea where you are now
Or if you ever got that penthouse palace

[Pre-Chorus]
No, Scotty's ain't got no vibe
Got no gas in his neon light
But he's got two-for-one 'til 2:00 tonight
See Eric Church LiveGet tickets as low as $5You might also like[Chorus]
Catch me a 'round here buzz
'Cause you ain't 'round here none
Keep puttin' 'em down here, 'nother round here
'Til my down goes up
Lit up like that one stoplight
Across from that welcome sign
Ever since you caught that out there bug
I catch me a 'round here buzz

[Interlude]

[Chorus]
Catch me a 'round here buzz
'Cause you ain't 'round here none
Keep puttin' 'em down here, 'nother round here
'Til my down here
Is lit up like that one stoplight
Across from that welcome sign
Ever since you caught that out there bug
I catch me a 'round here buzz

[Outro]
I catch me a 'round here buzz
'Round here buzz
I catch me a 'round here buzz3Embed",Round Here Buzz,M,N
Corey Kent,"Wild as Her Lyrics[Verse 1]
She never wanted to be white-picket fenced in
Her heart's like a feather in a Tulsa wind
Seaside breeze'll bring her to life
And all them other boys say she's a goodbye girl
She'll wreck your world
And leave before the mornin' sun
But here she is, free, lyin' next to me
'Cause I ain't tryna tame her love

[Chorus]
I keep the windows down and the wind in her hair
Keep her heart hangin' on 'round every turn
She ain't scared to get tied down, scared to get burned
Just lookin' for somebody as wild as her
Wild
Wild
[Verse 2]
Saw that highway unwind in her deep-brown eyes
She saw a long stretch of dirt road dreamin' in mine
She ain't livin' for a diamond ring
Just livin' like the rock 'n' roll song she sings out loud
We're burnin' it down
Blazin' up a trail of smoke
Wherever we are, wherever we go
Yeah, that's where she calls home

[Chorus]
I keep the windows down and the wind in her hair
Keep her heart hangin' on 'round every turn
She ain't scared to get tied down, scared to get burned
Just lookin' for somebody as wild as her
Wild
Wild
Yeah, yeah, man

[Bridge]
Yeah
I ain't tryna fix her, I just wanna kiss her
Fuel a little fire in her soul
No, we don't say ""forever,"" but when we're together
Swear that we ain't ever lettin' go, yeah, she knows
You might also like[Chorus]
I keep the windows down and the wind in her hair
Keep her heart hangin' on 'round every turn
She ain't scared to get tied down, scared to get burned
Just lookin' for somebody as wild as her
Wild
Wild

[Outro]
YeahEmbed",Wild As Her,M,N
Carrie Underwood,"Ghost Story Lyrics[Verse 1]
You're gonna see a shadow
Midnight playing tricks with your head
A silhouette float down the hallway
And you'll reach for the light by your bed

[Pre-Chorus]
You'll hear a noise, swear you know the voice
And you'll chase it down the stairs
You'll look around, not a single sound
'Cause there's no one even there
[Chorus]
I'm gonna be your ghost story
That keeping you up all night memory
I'll be haunting you, you'll be wanting me
I'm gonna be your ghost story
Your ghost story
Your ghost story

[Verse 2]
You'll be sitting at home drinking 'bout me
When I'm out with my friends at the bar
But there ain't enough whiskey for you not to miss me
I'll be waitin' at the bottom of the bottle in the dark

[Chorus]
I'm gonna be your ghost story
That keeping you up all night memory
I'll be haunting you, you'll be wanting me
I'm gonna be your ghost story
Your ghost story, yeah (Ooh, ooh)
Your ghost story (Ooh, ooh)

[Bridge]
Oh, you'll wish you never said goodbye
Wish you'd never let me go
Let the love between us die
You can carve it into stone
See Carrie Underwood LiveGet tickets as low as $35You might also like[Chorus]
I'm gonna be your ghost story
That keeping you up all night memory
I'll be haunting you, you'll be wanting me
I'm gonna be your ghost story
Your ghost story, yeah, yeah
Your ghost story, yeah, yeah

[Outro]
I'll be haunting you, you'll be wanting me
I'm gonna be your ghost story
Your ghost storyEmbed",Ghost Story,F,N
Carrie Underwood,"Favorite Time Of Year Lyrics[Intro]
Yeah

[Verse 1]
Break out the tinsel, unpack the lights
We're 'bout to bring on the merry and bright
I hear those jingle bells in the air
Ringing out the sound of joy everywhere

[Pre-Chorus]
'Tis the season we've been waiting for
(Waiting, don't keep me waiting)
Can't you feel it knocking at your door?
(Knock, knock, it's knocking at your door)
[Chorus]
Love pouring out like the snow from the sky
Snuggled up together sitting by the fire
Oh, it's magical, it's my favorite time
Pretty little wishes tied up in a bow
And every little kiss is like we're underneath the mistletoe
It's music to my ears
Christmas is my favorite time of year

[Verse 2]
Stockings on chimneys, angels on trees
Sugar and cinnamon, it's the little things
Blankets and movies in black and white
Together they make up this colorful life

[Pre-Chorus]
'Tis the season we've been waiting for
(Waiting, don't keep me waiting)
Oh, can't you feel it knocking at your door?
(Knock, knock, it's knocking at your door)

[Chorus]
Love pouring out like the snow from the sky
Snuggled up together sitting by the fire
Oh, it's magical, it's my favorite time
Pretty little wishes tied up in a bow
And every little kiss is like we're underneath the mistletoe
It's music to my ears
Christmas is my favorite time of year
See Carrie Underwood LiveGet tickets as low as $50You might also like[Bridge]
Christmas is my favorite time
Christmas is my favorite time
Christmas is my favorite time
Oh, don't keep me waiting

[Chorus]
Love pouring out like the snow from the sky
Snuggled up together sitting by the fire
Oh, it's magical, it's my favorite time
Pretty little wishes tied up in a bow
And every little kiss is like we're underneath the mistletoe
It's music to my ears
Christmas is my favorite time of year
(Christmas is my favorite time of year)

[Outro]
Christmas is my favorite time of year
Oh, yes it isEmbed",Favorite Time Of Year,F,N
Carrie Underwood,"Drinking Alone Lyrics[Intro]
(Ooh, ooh, ooh, ooh, ooh, ooh)
(Ooh, ooh, ooh, ooh, ooh, ooh)

[Verse 1]
Let me make one thing clear, you can buy me a beer
But you ain't taking me home
No pickup lines, I came here tonight
To shed a few tears on my own
But sitting there across the room, I couldn't help but notice you
Seem a little down on your luck too
Yeah, my heart might be breakin', but this seat ain't taken
And you've got me thinkin'
[Chorus]
We should be drinkin' alone, together
Drownin' the pain is better
With somebody else who got problems, we ain't gonna solve 'em
But misery loves company
Tonight all I need is a stranger
Lips with a whiskey chaser
And a corner booth kiss to make me forget that he's gone
Oh, we should be drinkin' alone (Ooh, ooh, ooh, ooh, ooh, ooh)
We should be drinkin' alone, together (Ooh, ooh, ooh, ooh, ooh, ooh)

[Verse 2]
I don't know what she did to make you hurt like this
But, I know just what to do
It starts with a bottle of good Reposado
And ends with a shooter or two
Tomorrow when the sun comes up, tonight’s the night that never was
Baby, just forget my name
Won't be your one and only, but just 'cause we're lonely
Don't mean that we should

[Chorus]
We should be drinkin' alone
'Cause drownin' the pain is better
With somebody else who got problems, we ain't gonna solve 'em
But misery loves company
Tonight all I need is a stranger
Lips with a whiskey chaser
And a corner booth kiss to make me forget that he's gone
Oh, we should be drinkin' alone
Drinkin' alone, drinkin' alone (Together)
Maybe we shouldn't be drinkin' alone (We should be drinkin' alone)
Drinkin' alone, drinkin' alone
Baby, we shouldn't be drinkin' alone
See Carrie Underwood LiveGet tickets as low as $50You might also like[Bridge]
I'll pretend that I care
Baby, pull up a chair
We'll stay here 'til they make us go home

[Chorus]
We should be drinkin' alone (Ooh, ooh, ooh, ooh, ooh, ooh)
Oh, we should be drinkin' alone, together
Drownin' the pain is better
With somebody else who got problems, we ain't gonna solve 'em
But misery loves company
Tonight all I need is a stranger
Lips with a whiskey chaser
And a corner booth kiss to make me forget that he's gone
Oh, we should be drinkin' alone (Drinkin' alone, drinkin' alone), together
Maybe we shouldn't be drinkin' alone (We should be drinkin' alone)
Drinkin' alone, drinkin' alone
Baby, we shouldn't be drinking alone (Ooh, ooh, ooh, ooh, ooh, ooh)

[Outro]
We should be drinkin' alone
(Ooh, ooh, ooh, ooh, ooh, ooh)
Ooh, ooh, ooh4Embed",Drinking Alone,F,N
Carrie Underwood,"Southbound Lyrics[Verse 1]
We got a pontoon boat with a Yamaha
People dressed like they're in Panama
Small town, spring break
Every weekend 'round this place
And there's a bunch of boys tryna catch the eyes
Of all the pretty girls that are walking by
And those redneck margaritas are two for one at that old marina, yeah
Tan lines and gas station cheap sunglasses
They're coming here from all around
[Chorus]
To get a little southbound, unwound, Tennessee Honey kinda buzz
Them south sounds up loud, summer drippin' off of us
From the river bank to the Party Cove
Long as it floats, we'll rock the boat
And it's all lookin' up when we get down, yeah
And get a little southbound, southbound
Get a little southbound, southbound

[Verse 2]
Bo got a ticket in a no-wake zone
But Katie's the one that should take it slow
'Cause she's dancin' on the dock and it's only 2 o'clock
Yeah, the fish ain't bitin' 'cause the party's on
The old men are thinkin' 'bout goin' home
But those redneck margaritas are two for one at that old marina, yeah

[Chorus]
We're gonna get a little southbound, unwound, Tennessee Honey kinda buzz
Them south sounds up loud, summer drippin' off of us
From the river bank to the Party Cove
Long as it floats, we'll rock the boat
And it's all lookin' up when we get down, yeah
And get a little southbound, southbound
Get a little southbound, southbound
Oh, yeah
Woo!
See Carrie Underwood LiveGet tickets as low as $50You might also like[Bridge]
Yeah, we got the rope swing swingin' like a chandelier
Little bit of heaven on the water ride here
Don't need much, just a couple of beers and you and me
Gotta love this time of year
Getting southbound, southbound

[Chorus]
So let's get a little southbound, unwound, Tennessee Honey kinda buzz
Them south sounds up loud, summer drippin' off of us
From the river bank to the Party Cove
Long as it floats, we'll rock the boat
And it's all lookin' up when we get down
And get a little southbound, southbound
Get a little southbound, southbound
Let's get a little southbound, southbound
Get a little southbound, southbound
Oh, yeah4Embed",Southbound,F,N
Carrie Underwood,"Love Wins Lyrics[Verse 1]
A stray bullet and a mama cries
Her baby won't be comin' home tonight
Sirens screamin' down the avenue
Just another story on the evening news, oh, whoa

[Verse 2]
Politics and prejudice
How the hell'd it ever come to this?
When everybody's gotta pick a side
It don't matter if you're wrong or right, no
[Pre-Chorus]
And so it goes
But I hold onto hope and I won't let go ‘cause

[Chorus]
I… I believe
You and me are sisters and brothers
And I… I believe
We're made to be here for each other
And we'll never fall if we walk hand in hand
Put a world that seems broken together again
Yeah, I… I believe
In the end love wins

[Verse 3]
Sometimes it takes a lot of faith
To keep believin' there will come a day
When the tears and the sadness, the pain and the hate
The struggle, this madness, will all fade away, yeah

[Chorus]
I… I believe
You and me are sisters and brothers
And I… I believe
We're made to be here for each other
And we'll never fall if we walk hand in hand
Put a world that seems broken together again
Yeah, I… I believe
In the end love wins
See Carrie Underwood LiveGet tickets as low as $50You might also like[Bridge]
Love is power, love is a smile
Love reaches out, love is the remedy
Love is the answer, love's an open door
Love is the only thing worth fightin' for, yeah

[Chorus]
I… I believe
You and me are sisters and brothers
And I… I believe
We're made to be here for each other
And we'll never fall if we walk hand in hand
Put a world that seems broken together again
Yeah, I… I believe
In the end love wins

[Outro]
Love will, love can, love still, love wins
Love will, love can, love still, love wins10Embed",Love Wins,F,N
Carrie Underwood,"Cry Pretty Lyrics[Verse 1]
I'm sorry, but I'm just a girl
Not usually the kind to show my heart to the world
I'm pretty good at keepin' it together
I hold my composure, for worse or for better
So I apologize if you don't like what you see
But sometimes my emotions get the best of me
And falling apart is as human as it gets
You can't hide it, you can't fight what the truth is

[Chorus 1]
You can pretty lie and say it's okay
You can pretty smile and just walk away
Pretty much fake your way through anything
But you can't cry pretty
[Verse 2]
Oh no, you can’t dress it up in lace or rhinestones
It don't matter if you're in a crowd or home all alone
Yeah, it's all the same when you're looking in the mirror
A picture of pain, so let it flow like a river

[Chorus 1]
You can pretty lie and say it's okay
You can pretty smile and just walk away
Pretty much fake your way through anything
But you can't cry pretty

[Chorus 2]
You can't turn off the flood when the dam breaks
When all your mascara is going to waste
When things get ugly, you just gotta face
That you can't cry pretty

[Bridge]
Oh no, you can't
Ooh, yeah

[Chorus 2]
You can't turn off the flood when the dam breaks
When all your mascara is going to waste
When things get ugly, you just gotta face
That you can't cry pretty
See Carrie Underwood LiveGet tickets as low as $50You might also like[Outro]
Yeah, yeah, yeah, yeah
No, you can't cry
No, you can't cry
Yeah, yeah, yeah, yeah, yeah
No, no, no, no, no, no, no, no, woo
You can't cry
You can't cry pretty, baby
Oh yeah, woo, woo
No, you can't cry pretty, yeah8Embed",Cry Pretty,F,N
Parker McCollum,"To Be Loved By You Lyrics[Verse 1]
Hell, maybe I'm right, maybe I'm wrong
Finding out why shouldn't take this long
Easier said than done, I guess
I'm a little bit harder to love than the rest
Why does this have to be so hard?
Doing my best to hold your heart
And I, I'll never let it go again

[Chorus]
So why are you always angry?
Why are you always quiet?
Why do you sleep alone
When I know you don't like it?
Maybe you might be different
Will it kill you to tell me the truth?
What in the Hell does a man
Have to do, to be loved by you?
[Verse 2]
Well I've been running as fast as I can
And you'll never get over what you can't understand
Pissed off, hanging up the telephone
Forever ain't far, I'm heading home
Maybe I'm right, maybe I'm wrong
Last time you ever gonna find me gone
And I, I'll never let you go again

[Chorus]
So why are you always angry?
Why are you always quiet?
Why do you sleep alone
When I know you don't like it?
Maybe you might be different
Will it kill you to tell me the truth?
What in the Hell does a man
Have to do, to be loved by you?
So why are you always angry?
Why are you always quiet?
Why do you sleep alone
When I know you don't like it?
Maybe you might be different
Will it kill you to tell me the truth?
What in the Hell does a man
Have to do, to be loved by you?
See Parker McCollum LiveGet tickets as low as $10You might also like[Outro]
To be loved by you
To be loved by youEmbed",To Be Loved By You,M,N
Parker McCollum,"Handle On You Lyrics[Verse 1]
I went and bought the biggest bottle they got 'cause you're gone
Drop a needle on a vinyl and cry to old an Haggard song
Sittin' at the table, baby breakin' the seal
Gonna see how much of this pain I can kill
I went and bought the biggest bottle they got 'cause you're gone

[Chorus]
Tennessee and Kentucky
'Cause you ain't here to love me
I drink now that there's nothing to lose
I been fightin' with your memory
I hate the way it hits me
I wake up everyday black and blue
After all this back and forth, a fifth won't do
Yeah I finally got a handle, finally got a handle on you
[Verse 2]
I tell myself that I should quit but I don't listen to drunks
I keep on sippin' 'til ""I miss you"" don't roll off my tongue
Since you poured our love down the sink
I think I'll just stay here and drink
I tell myself that I should quit but I don't listen to drunks

[Chorus]
Tennessee and Kentucky
'Cause you ain't here to love me
I drink now that there's nothing to lose
I been fightin' with your memory
I hate the way it hits me
I wake up everyday black and blue
After all this back and forth, a fifth won't do
Well, I finally got a handle on you

[Outro]
After all this back and forth, a fifth won't do
Yeah, I finally got a handle, finally got a handle on you
Handle on you
Yeah, I finally got a handle on youSee Parker McCollum LiveGet tickets as low as $10You might also likeEmbed",Handle On You,M,N
Parker McCollum,"Pretty Heart Lyrics[Verse 1]
I didn't think I was a bad guy
I knew that you were good
You were golden on the inside
And you loved me the best you could
I'm the one who dropped the ball
Got you high and let you fall
Let the best thing I ever had slip away

[Chorus]
What does that say about me
That I could do you like I did
That I could break an angel's wings
What does that say about me
That I stood there like a fencepost
As you drove off in your car
What does that say about me
Now that I've broke your pretty heart
Your pretty heart
[Verse 2]
I've been drinking like a drunkard
In these Austin neon light
Burning smoke and wondering
If there's anything I've done right
Well I wish that I could go back
Hang on to what I had
Guess that's all, babe
Nothing but a dream

[Chorus]
What does that say about me
That I could do you like I did
That I could break an angel's wings
What does that say about me
That I stood there like a fencepost
As you drove off in your car
What does that say about me
Now that I've broke your pretty heart
Your pretty heart

[Chorus]
What does that say about me
That I could do you like I did
That I could break an angel's wings
What does that say about me
That I stood there like a fencepost
As you drove off in your car
What does that say about me
Now that I've broke your pretty heart
Your pretty heart
Your pretty heart
Your pretty heartSee Parker McCollum LiveGet tickets as low as $10You might also like2Embed",Pretty Heart,M,N
